492	569602.62500	4139597.50000
493	569702.62500	4139597.50000
494	569802.62500	4139597.50000
495	569902.62500	4139597.50000
496	570002.62500	4139597.50000
506	567002.62500	4139697.50000
507	567102.62500	4139697.50000
508	567202.62500	4139697.50000
511	567502.62500	4139697.50000
512	567602.62500	4139697.50000
513	567702.62500	4139697.50000
514	567802.62500	4139697.50000
515	567902.62500	4139697.50000
521	568502.62500	4139697.50000
522	568602.62500	4139697.50000
523	568702.62500	4139697.50000
524	568802.62500	4139697.50000
525	568902.62500	4139697.50000
526	569002.62500	4139697.50000
527	569102.62500	4139697.50000
528	569202.62500	4139697.50000
529	569302.62500	4139697.50000
530	569402.62500	4139697.50000
531	569502.62500	4139697.50000
532	569602.62500	4139697.50000
533	569702.62500	4139697.50000
534	569802.62500	4139697.50000
535	569902.62500	4139697.50000
536	570002.62500	4139697.50000
537	570102.62500	4139697.50000
544	566802.62500	4139797.50000
545	566902.62500	4139797.50000
546	567002.62500	4139797.50000
547	567102.62500	4139797.50000
548	567202.62500	4139797.50000
549	567302.62500	4139797.50000
552	567602.62500	4139797.50000
553	567702.62500	4139797.50000
554	567802.62500	4139797.50000
560	568402.62500	4139797.50000
561	568502.62500	4139797.50000
562	568602.62500	4139797.50000
563	568702.62500	4139797.50000
564	568802.62500	4139797.50000
565	568902.62500	4139797.50000
566	569002.62500	4139797.50000
567	569102.62500	4139797.50000
568	569202.62500	4139797.50000
569	569302.62500	4139797.50000
570	569402.62500	4139797.50000
571	569502.62500	4139797.50000
585	566902.62500	4139897.50000
586	567002.62500	4139897.50000
587	567102.62500	4139897.50000
588	567202.62500	4139897.50000
589	567302.62500	4139897.50000
590	567402.62500	4139897.50000
592	567602.62500	4139897.50000
593	567702.62500	4139897.50000
594	567802.62500	4139897.50000
595	567902.62500	4139897.50000
596	568002.62500	4139897.50000
597	568102.62500	4139897.50000
598	568202.62500	4139897.50000
599	568302.62500	4139897.50000
600	568402.62500	4139897.50000
601	568502.62500	4139897.50000
602	568602.62500	4139897.50000
603	568702.62500	4139897.50000
604	568802.62500	4139897.50000
605	568902.62500	4139897.50000
606	569002.62500	4139897.50000
607	569102.62500	4139897.50000
608	569202.62500	4139897.50000
610	569402.62500	4139897.50000
611	569502.62500	4139897.50000
625	566902.62500	4139997.50000
626	567002.62500	4139997.50000
627	567102.62500	4139997.50000
628	567202.62500	4139997.50000
629	567302.62500	4139997.50000
630	567402.62500	4139997.50000
631	567502.62500	4139997.50000
632	567602.62500	4139997.50000
640	568402.62500	4139997.50000
641	568502.62500	4139997.50000
642	568602.62500	4139997.50000
643	568702.62500	4139997.50000
644	568802.62500	4139997.50000
645	568902.62500	4139997.50000
646	569002.62500	4139997.50000
647	569102.62500	4139997.50000
648	569202.62500	4139997.50000
664	566802.62500	4140097.50000
665	566902.62500	4140097.50000
666	567002.62500	4140097.50000
667	567102.62500	4140097.50000
668	567202.62500	4140097.50000
669	567302.62500	4140097.50000
670	567402.62500	4140097.50000
671	567502.62500	4140097.50000
672	567602.62500	4140097.50000
673	567702.62500	4140097.50000
678	568202.62500	4140097.50000
679	568302.62500	4140097.50000
680	568402.62500	4140097.50000
681	568502.62500	4140097.50000
682	568602.62500	4140097.50000
683	568702.62500	4140097.50000
684	568802.68750	4140097.50000
685	568902.68750	4140097.50000
686	569002.68750	4140097.50000
687	569102.68750	4140097.50000
704	566802.62500	4140197.50000
705	566902.62500	4140197.50000
706	567002.62500	4140197.50000
707	567102.62500	4140197.50000
708	567202.62500	4140197.50000
709	567302.62500	4140197.50000
710	567402.62500	4140197.50000
711	567502.62500	4140197.50000
712	567602.62500	4140197.50000
713	567702.62500	4140197.50000
714	567802.62500	4140197.50000
715	567902.62500	4140197.50000
716	568002.62500	4140197.50000
718	568202.68750	4140197.50000
719	568302.68750	4140197.50000
720	568402.68750	4140197.50000
721	568502.68750	4140197.50000
722	568602.68750	4140197.50000
723	568702.68750	4140197.50000
724	568802.68750	4140197.50000
725	568902.68750	4140197.50000
744	566802.62500	4140297.50000
745	566902.62500	4140297.50000
746	567002.62500	4140297.50000
747	567102.62500	4140297.50000
748	567202.62500	4140297.50000
749	567302.62500	4140297.50000
750	567402.62500	4140297.50000
751	567502.68750	4140297.50000
752	567602.68750	4140297.50000
753	567702.68750	4140297.50000
754	567802.68750	4140297.50000
755	567902.68750	4140297.50000
756	568002.68750	4140297.50000
757	568102.68750	4140297.50000
758	568202.68750	4140297.50000
759	568302.68750	4140297.50000
760	568402.68750	4140297.50000
761	568502.68750	4140297.50000
762	568602.68750	4140297.50000
763	568702.68750	4140297.50000
764	568802.68750	4140297.50000
765	568902.68750	4140297.50000
784	566802.68750	4140397.50000
785	566902.68750	4140397.50000
786	567002.68750	4140397.50000
787	567102.68750	4140397.50000
788	567202.68750	4140397.50000
789	567302.68750	4140397.50000
790	567402.68750	4140397.50000
791	567502.68750	4140397.50000
792	567602.68750	4140397.50000
793	567702.68750	4140397.50000
794	567802.68750	4140397.50000
795	567902.68750	4140397.50000
796	568002.68750	4140397.50000
797	568102.68750	4140397.50000
798	568202.68750	4140397.50000
799	568302.68750	4140397.50000
800	568402.68750	4140397.50000
801	568502.68750	4140397.50000
802	568602.68750	4140397.50000
803	568702.68750	4140397.50000
804	568802.68750	4140397.50000
825	566902.68750	4140497.50000
826	567002.68750	4140497.50000
827	567102.68750	4140497.50000
828	567202.68750	4140497.50000
829	567302.68750	4140497.50000
830	567402.68750	4140497.50000
831	567502.68750	4140497.50000
832	567602.68750	4140497.50000
833	567702.68750	4140497.50000
834	567802.68750	4140497.50000
835	567902.68750	4140497.50000
836	568002.68750	4140497.50000
837	568102.68750	4140497.50000
838	568202.68750	4140497.50000
839	568302.68750	4140497.50000
840	568402.68750	4140497.50000
841	568502.68750	4140497.50000
842	568602.68750	4140497.50000
843	568702.68750	4140497.50000
844	568802.68750	4140497.50000
866	567002.68750	4140597.50000
867	567102.68750	4140597.50000
870	567402.68750	4140597.50000
871	567502.68750	4140597.50000
872	567602.68750	4140597.50000
873	567702.68750	4140597.50000
874	567802.68750	4140597.50000
875	567902.68750	4140597.50000
876	568002.68750	4140597.50000
882	568602.68750	4140597.50000
883	568702.68750	4140597.50000
884	568802.68750	4140597.50000
907	567102.68750	4140697.50000
908	567202.68750	4140697.50000
909	567302.68750	4140697.50000
910	567402.68750	4140697.50000
911	567502.68750	4140697.50000
912	567602.68750	4140697.50000
913	567702.68750	4140697.50000
914	567802.68750	4140697.50000
915	567902.68750	4140697.50000
916	568002.68750	4140697.50000
917	568102.68750	4140697.50000
918	568202.68750	4140697.50000
919	568302.68750	4140697.50000
920	568402.68750	4140697.50000
921	568502.68750	4140697.50000
922	568602.68750	4140697.50000
923	568702.68750	4140697.50000
924	568802.68750	4140697.50000
926	569002.68750	4140697.50000
927	569102.68750	4140697.50000
948	567202.68750	4140797.50000
950	567402.68750	4140797.50000
951	567502.68750	4140797.50000
952	567602.68750	4140797.50000
953	567702.68750	4140797.50000
954	567802.68750	4140797.50000
955	567902.68750	4140797.50000
956	568002.68750	4140797.50000
957	568102.68750	4140797.50000
958	568202.68750	4140797.50000
959	568302.68750	4140797.50000
960	568402.68750	4140797.50000
961	568502.68750	4140797.50000
962	568602.68750	4140797.50000
963	568702.68750	4140797.50000
964	568802.68750	4140797.50000
965	568902.68750	4140797.50000
966	569002.68750	4140797.50000
991	567502.68750	4140897.50000
992	567602.68750	4140897.50000
993	567702.68750	4140897.50000
994	567802.68750	4140897.50000
995	567902.68750	4140897.50000
996	568002.68750	4140897.50000
997	568102.68750	4140897.50000
998	568202.68750	4140897.50000
999	568302.68750	4140897.50000
1000	568402.68750	4140897.50000
1001	568502.68750	4140897.50000
1002	568602.68750	4140897.50000
1003	568702.68750	4140897.50000
1004	568802.68750	4140897.50000
1005	568902.68750	4140897.50000
1039	568302.68750	4140997.50000
1040	568402.68750	4140997.50000
1041	568502.68750	4140997.50000
1042	568602.68750	4140997.50000
1043	568702.68750	4140997.50000
1044	568802.68750	4140997.50000
